2026-08-05 14:40:07.700 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-08-05 14:40:36.007 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-08-05 14:40:38.624 | INFO     | message_router:classify_request:53 | ⚡ MessageRouter classified: KNOWLEDGE_REQUEST for prompt 'please click on the Submit button'
2026-08-05 14:40:57.375 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-08-05 14:41:00.137 | INFO     | message_router:classify_request:36 | ⚡ MessageRouter classified: LIVE_MODE_REQUEST for prompt 'please click on the Submit button'
2026-08-05 14:41:00.138 | INFO     | message_router:classify_request:36 | ⚡ MessageRouter classified: LIVE_MODE_REQUEST for prompt 'what is on my screen right now?'
2026-08-05 14:41:00.138 | INFO     | message_router:classify_request:49 | ⚡ MessageRouter classified: ACTION_REQUEST for prompt 'open chrome browser'
2026-08-05 14:41:00.138 | INFO     | message_router:classify_request:53 | ⚡ MessageRouter classified: KNOWLEDGE_REQUEST for prompt 'what is quicksort algorithm?'
2026-08-05 14:41:00.160 | DEBUG    | tool_registry:register:60 | Registered tool 'click_element_by_name' (risk=low)
2026-08-05 14:41:00.161 | DEBUG    | tool_registry:register:60 | Registered tool 'set_control_value' (risk=low)
2026-08-05 14:41:00.161 | DEBUG    | tool_registry:register:60 | Registered tool 'auto_fill_form' (risk=low)
2026-08-05 14:41:00.161 | DEBUG    | tool_registry:register:60 | Registered tool 'resize_window' (risk=low)
2026-08-05 14:41:00.161 | DEBUG    | tool_registry:register:60 | Registered tool 'open_application' (risk=low)
2026-08-05 14:41:00.161 | DEBUG    | tool_registry:register:60 | Registered tool 'web_search' (risk=low)
2026-08-05 14:41:00.162 | DEBUG    | tool_registry:register:60 | Registered tool 'play_youtube_video' (risk=low)
2026-08-05 14:41:00.162 | DEBUG    | tool_registry:register:60 | Registered tool 'browser_agent_task' (risk=medium)
2026-08-05 14:41:00.164 | DEBUG    | tool_registry:register:60 | Registered tool 'rag_knowledge_search' (risk=low)
2026-08-05 14:41:00.165 | DEBUG    | tool_registry:register:60 | Registered tool 'toggle_live_mode' (risk=low)
2026-08-05 14:41:00.166 | DEBUG    | tool_registry:register:60 | Registered tool 'explain_concept' (risk=low)
2026-08-05 14:41:00.167 | DEBUG    | tool_registry:register:60 | Registered tool 'generate_quiz' (risk=low)
2026-08-05 14:41:00.167 | INFO     | tool_registry:__init__:35 | ToolRegistry initialized with 12 registered tool(s).
2026-08-05 14:41:00.168 | INFO     | manager:register_instance:21 | Service instance 'tool_registry' registered
2026-08-05 14:41:00.691 | INFO     | llm:__init__:759 | ✓ Ollama client initialized (model=qwen2.5-coder:3b, url=http://localhost:11434)
2026-08-05 14:41:00.703 | INFO     | llm:__init__:785 | ✓ OpenRouter client initialized (model=meta-llama/llama-3.3-70b-instruct:free)
2026-08-05 14:41:00.714 | INFO     | llm:__init__:797 | ✓ Groq client initialized (model=llama-3.3-70b-versatile)
2026-08-05 14:41:00.731 | INFO     | llm:__init__:809 | ✓ NVIDIA NIM client initialized (model=meta/llama-3.1-8b-instruct)
2026-08-05 14:41:04.852 | INFO     | llm:__init__:821 | ✓ Google Gemini client initialized successfully (using new google.genai SDK)
2026-08-05 14:41:04.853 | INFO     | llm:__init__:827 | LLMService initialized. Provider=ollama. Ollama Online=True, Gemini Online=True, OpenAI Fallback Online=False, OpenRouter Online=True, Groq Online=True, NVIDIA NIM Online=True
2026-08-05 14:41:05.968 | INFO     | engine:__init__:71 | PrashEngine created — model_dir=C:\Users\ashri\JARVIS\data\prash, device=cpu
2026-08-05 14:41:05.968 | INFO     | llm:__init__:853 | ✓ Prash engine created (will initialize on first use)
2026-08-05 14:41:05.968 | INFO     | tool_registry:execute_tool:92 | 🔧 ToolRegistry executing tool 'click_element_by_name' with args: {'element_name': 'Submit'}
2026-08-05 14:41:06.240 | INFO     | uia_engine:__init__:27 | UIAEngine initialized (Win32 Accessibility Core Ready)
2026-08-05 14:41:06.246 | ERROR    | uia_engine:inspect_active_window_controls:77 | UIA Inspection error: (1400, 'GetWindowRect', 'Invalid window handle.')
2026-08-05 14:46:08.569 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-08-05 14:46:10.369 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-08-05 14:46:10.369 | INFO     | main:lifespan:45 | ============================================================
2026-08-05 14:46:10.369 | INFO     | main:lifespan:46 |   JARVIS AI Desktop Assistant — Starting Up
2026-08-05 14:46:10.369 | INFO     | main:lifespan:47 | ============================================================
2026-08-05 14:46:10.370 | INFO     | task_queue:start:31 | ✓ Async task queue worker started
2026-08-05 14:46:10.467 | INFO     | manager:register_instance:21 | Service instance 'credential_vault' registered
2026-08-05 14:46:10.468 | INFO     | manager:register_instance:21 | Service instance 'security_sandbox' registered
2026-08-05 14:46:10.469 | INFO     | manager:register_instance:21 | Service instance 'security_orchestrator' registered
2026-08-05 14:46:10.478 | INFO     | manager:register_instance:21 | Service instance 'mcp_client_manager' registered
2026-08-05 14:46:10.584 | INFO     | agent_ecosystem:_init_mcu_agents:88 | ✓ Initialized 21 MCU J.A.R.V.I.S. Micro-Agents: ['VoiceAgent', 'ConversationAgent', 'MemoryAgent', 'PlanningAgent', 'VisionAgent', 'DesktopControlAgent', 'BrowserAgent', 'CodingAgent', 'ResearchAgent', 'AutomationAgent', 'CalendarAgent', 'ReminderAgent', 'NotificationAgent', 'SecurityAgent', 'MobileAgent', 'DeviceAgent', 'LearningAgent', 'EmotionAgent', 'ContextAgent', 'HealthAgent', 'SelfDiagnosticAgent']
2026-08-05 14:46:10.636 | DEBUG    | spatial_engine:refresh_displays:85 | Discovered 1 monitor(s).
2026-08-05 14:46:10.637 | INFO     | uia_scene_graph:__init__:64 | UIASceneGraph initialized (Native Win32 UIA Parser Ready).
2026-08-05 14:46:10.828 | DEBUG    | uia_scene_graph:capture_scene:141 | Scene graph captured in 187.0ms (0 controls).
2026-08-05 14:46:10.909 | INFO     | world_model:__init__:61 | WorldModel initialized (Central Desktop State Aggregator Ready).
2026-08-05 14:46:10.909 | INFO     | manager:register_instance:21 | Service instance 'agent_ecosystem' registered
2026-08-05 14:46:10.910 | INFO     | manager:register_instance:21 | Service instance 'checkpoint_service' registered
2026-08-05 14:46:10.910 | INFO     | manager:register_instance:21 | Service instance 'kv_pruner' registered
2026-08-05 14:46:10.911 | INFO     | manager:register_instance:21 | Service instance 'world_model' registered
2026-08-05 14:46:10.911 | INFO     | main:lifespan:125 | ✓ Autonomous Agent Ecosystem, WorldModel (EventBus Subscribed), Checkpoints & KV-Cache Pruner initialized
2026-08-05 14:46:10.923 | INFO     | safety:__init__:250 | SafetyService initialised — confirm_dangerous=True, allow_terminal=True
2026-08-05 14:46:10.924 | INFO     | manager:register_instance:21 | Service instance 'safety_service' registered
2026-08-05 14:46:10.924 | INFO     | main:lifespan:134 | ✓ Safety service initialized
2026-08-05 14:46:11.707 | INFO     | face_biometrics:__init__:40 | FaceBiometricsService initialized (Profile Enrolled: True)
2026-08-05 14:46:11.708 | INFO     | manager:register_instance:21 | Service instance 'face_biometrics_service' registered
2026-08-05 14:46:11.709 | INFO     | main:lifespan:141 | ✓ Face Biometrics service initialized
2026-08-05 14:46:11.722 | INFO     | stt:__init__:81 | STTService created — model=small, device=auto, compute=int8
2026-08-05 14:46:11.724 | INFO     | manager:register_instance:21 | Service instance 'stt_service' registered
2026-08-05 14:46:11.725 | INFO     | main:lifespan:188 | ✓ STT service initialized (model: base)
2026-08-05 14:46:11.733 | INFO     | tts:__init__:36 | TTSService initialised — voice=en-US-GuyNeural, rate=+0%
2026-08-05 14:46:11.734 | INFO     | manager:register_instance:21 | Service instance 'tts_service' registered
2026-08-05 14:46:11.735 | INFO     | main:lifespan:200 | ✓ TTS service initialized (voice: en-GB-RyanNeural)
2026-08-05 14:46:11.742 | INFO     | wake_word:__init__:39 | WakeWordService created — threshold=0.35
2026-08-05 14:46:11.744 | INFO     | manager:register_instance:21 | Service instance 'wake_word_service' registered
2026-08-05 14:46:11.744 | INFO     | main:lifespan:218 | ✓ Wake word service initialized (model loading & background microphone listener starting)
2026-08-05 14:46:15.736 | INFO     | clap:_run_loop:140 | Clap listener active (mode=double, spike_ratio=11.40, gap=0.08–0.35s).
2026-08-05 14:46:15.736 | INFO     | clap:start:68 | ✓ Clap listener background thread started (mode=double).
2026-08-05 14:46:15.739 | INFO     | manager:register_instance:21 | Service instance 'clap_service' registered
2026-08-05 14:46:15.740 | INFO     | main:lifespan:241 | ✓ Clap service initialized and listening (with window restore callback)
2026-08-05 14:46:16.183 | INFO     | safety:__init__:250 | SafetyService initialised — confirm_dangerous=True, allow_terminal=True
2026-08-05 14:46:16.186 | INFO     | automation:__init__:191 | AutomationService initialised
2026-08-05 14:46:16.188 | INFO     | manager:register_instance:21 | Service instance 'automation_service' registered
2026-08-05 14:46:16.188 | INFO     | manager:register_instance:21 | Service instance 'automation' registered
2026-08-05 14:46:16.188 | INFO     | main:lifespan:254 | ✓ Automation service initialized
2026-08-05 14:46:16.194 | INFO     | uia_engine:__init__:27 | UIAEngine initialized (Win32 Accessibility Core Ready)
2026-08-05 14:46:16.195 | INFO     | manager:register_instance:21 | Service instance 'uia_engine' registered
